,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Drug Reaction,back_pain,watering_from_eyes,dischromic_patches,bruising
Hyperthyroidism,yellowish_skin,back_pain,blurred_and_distorted_vision,acidity
Hypertension,cold_hands_and_feets,obesity,indigestion,loss_of_balance
Diabetes,dark_urine,nausea,abdominal_pain,weakness_in_limbs
Hypothyroidism,shivering,family_history,loss_of_balance,bloody_stool
Chronic cholestasis,cough,stomach_pain,family_history,chest_pain
Heart attack,back_pain,dischromic_patches,excessive_hunger,cough
Hepatitis A,swelling_of_stomach,skin_rash,headache,spotting_urination
Fungal infection,distention_of_abdomen,nausea,weakness_in_limbs,continuous_sneezing
GERD,dizziness,weight_loss,yellowing_of_eyes,continuous_sneezing
Chronic cholestasis,continuous_sneezing,high_fever,nodal_skin_eruptions,weight_gain
Common Cold,vomiting,pain_during_bowel_movements,stomach_pain,sweating
Common Cold,restlessness,lethargy,loss_of_balance,cramps
Alcoholic hepatitis,lethargy,shivering,dark_urine,joint_pain
Gastroenteritis,sweating,cramps,weight_loss,watering_from_eyes
Migraine,blurred_and_distorted_vision,headache,indigestion,stomach_pain
Jaundice,bruising,itching,constipation,skin_rash
Hepatitis A,cough,dark_urine,swelling_of_stomach,blurred_and_distorted_vision
Pneumonia,blurred_and_distorted_vision,lethargy,irritation_in_anus,loss_of_appetite
Malaria,cough,weight_loss,acidity,fatigue
Cervical spondylosis,swelling_of_stomach,constipation,watering_from_eyes,nodal_skin_eruptions
Common Cold,weakness_of_one_body_side,pain_during_bowel_movements,skin_rash,burning_micturition
Paralysis (brain hemorrhage),continuous_sneezing,chills,neck_pain,nodal_skin_eruptions
Dimorphic hemmorhoids(piles),neck_pain,dark_urine,abdominal_pain,cramps
Chronic cholestasis,burning_micturition,distention_of_abdomen,nodal_skin_eruptions,headache
Dimorphic hemmorhoids(piles),loss_of_appetite,blurred_and_distorted_vision,nausea,constipation
Chronic cholestasis,stomach_pain,family_history,weight_gain,loss_of_appetite
Hepatitis B,back_pain,neck_pain,pain_during_bowel_movements,dark_urine
Hepatitis B,burning_micturition,anxiety,acidity,joint_pain
Hypoglycemia,loss_of_appetite,chest_pain,anxiety,fatigue
Chronic cholestasis,excessive_hunger,weakness_in_limbs,distention_of_abdomen,vomiting
Pneumonia,excessive_hunger,breathlessness,dischromic_patches,weight_loss
Alcoholic hepatitis,pain_in_anal_region,indigestion,cold_hands_and_feets,yellowing_of_eyes
Common Cold,chest_pain,acidity,anxiety,lethargy
Migraine,constipation,blurred_and_distorted_vision,high_fever,burning_micturition
Jaundice,anxiety,obesity,abdominal_pain,acidity
Heart attack,dischromic_patches,excessive_hunger,chest_pain,indigestion
Gastroenteritis,lethargy,burning_micturition,spotting_urination,nausea
Hepatitis C,sweating,shivering,loss_of_balance,obesity
Hepatitis E,shivering,blurred_and_distorted_vision,swelling_of_stomach,bruising
Cervical spondylosis,dischromic_patches,fatigue,lethargy,dark_urine
GERD,cramps,continuous_sneezing,yellowish_skin,bloody_stool
Paralysis (brain hemorrhage),high_fever,nausea,cramps,mood_swings
Hepatitis A,itching,nausea,yellowish_skin,distention_of_abdomen
Diabetes,distention_of_abdomen,constipation,high_fever,burning_micturition
Paralysis (brain hemorrhage),headache,burning_micturition,excessive_hunger,cold_hands_and_feets
Typhoid,lethargy,cough,blurred_and_distorted_vision,sweating
Hepatitis D,anxiety,spotting_urination,restlessness,family_history
Hypothyroidism,cough,chills,bloody_stool,swelling_of_stomach
Varicose veins,constipation,bruising,cold_hands_and_feets,nausea
Hepatitis E,cold_hands_and_feets,chest_pain,nodal_skin_eruptions,back_pain
Jaundice,distention_of_abdomen,acidity,skin_rash,spotting_urination
Common Cold,weight_gain,acidity,yellowish_skin,mood_swings
Jaundice,lethargy,back_pain,bruising,burning_micturition
Hypothyroidism,excessive_hunger,sweating,dark_urine,mood_swings
Chicken pox,constipation,irritation_in_anus,breathlessness,swelling_of_stomach
Hypothyroidism,cough,ulcers_on_tongue,swelling_of_stomach,pain_in_anal_region
Hepatitis D,ulcers_on_tongue,stomach_pain,swelling_of_stomach,blurred_and_distorted_vision
Hypothyroidism,vomiting,blurred_and_distorted_vision,sweating,dischromic_patches
Hypoglycemia,nodal_skin_eruptions,bruising,obesity,continuous_sneezing
Chronic cholestasis,constipation,itching,chest_pain,stomach_pain
Jaundice,continuous_sneezing,abdominal_pain,acidity,itching
Paralysis (brain hemorrhage),family_history,cough,restlessness,dischromic_patches
Varicose veins,joint_pain,breathlessness,skin_rash,itching
Common Cold,itching,skin_rash,indigestion,swelling_of_stomach
Dengue,blurred_and_distorted_vision,weight_gain,skin_rash,family_history
Pneumonia,bloody_stool,vomiting,chills,indigestion
Bronchial Asthma,burning_micturition,yellowish_skin,weakness_of_one_body_side,indigestion
Chicken pox,irritation_in_anus,weight_loss,fatigue,pain_in_anal_region
Tuberculosis,shivering,restlessness,headache,cough
Malaria,yellowing_of_eyes,loss_of_appetite,anxiety,dark_urine
Peptic ulcer disease,sweating,obesity,constipation,nodal_skin_eruptions
Peptic ulcer disease,headache,lethargy,excessive_hunger,high_fever
Chronic cholestasis,altered_sensorium,itching,yellowing_of_eyes,ulcers_on_tongue
Peptic ulcer disease,breathlessness,obesity,dizziness,sweating
Hepatitis C,back_pain,obesity,chills,indigestion
GERD,loss_of_appetite,nausea,cramps,yellowing_of_eyes
Varicose veins,fatigue,nodal_skin_eruptions,continuous_sneezing,dark_urine
Dengue,blurred_and_distorted_vision,back_pain,joint_pain,nodal_skin_eruptions
Migraine,obesity,cold_hands_and_feets,skin_rash,nausea
Bronchial Asthma,constipation,irritation_in_anus,abdominal_pain,headache
Drug Reaction,anxiety,ulcers_on_tongue,back_pain,burning_micturition
Alcoholic hepatitis,dark_urine,blurred_and_distorted_vision,mood_swings,lethargy
Gastroenteritis,pain_in_anal_region,yellowing_of_eyes,swelling_of_stomach,shivering
Hyperthyroidism,distention_of_abdomen,weight_loss,dischromic_patches,chills
Pneumonia,loss_of_appetite,bruising,continuous_sneezing,mood_swings
Tuberculosis,pain_during_bowel_movements,cold_hands_and_feets,skin_rash,altered_sensorium
Dengue,pain_in_anal_region,loss_of_balance,breathlessness,loss_of_appetite
Hepatitis D,excessive_hunger,lethargy,dizziness,vomiting
Alcoholic hepatitis,shivering,pain_during_bowel_movements,weakness_of_one_body_side,weight_gain
Malaria,abdominal_pain,continuous_sneezing,shivering,fatigue
Bronchial Asthma,lethargy,abdominal_pain,pain_in_anal_region,altered_sensorium
Bronchial Asthma,distention_of_abdomen,lethargy,cold_hands_and_feets,restlessness
AIDS,shivering,itching,anxiety,loss_of_balance
Hepatitis E,constipation,fatigue,chills,stomach_pain
Peptic ulcer disease,vomiting,dizziness,loss_of_balance,excessive_hunger
Hyperthyroidism,chest_pain,chills,skin_rash,shivering
Hepatitis D,excessive_hunger,shivering,neck_pain,pain_in_anal_region
Hepatitis B,cramps,lethargy,itching,weight_gain
Common Cold,lethargy,pain_during_bowel_movements,shivering,swelling_of_stomach
Malaria,back_pain,indigestion,ulcers_on_tongue,dark_urine
Alcoholic hepatitis,ulcers_on_tongue,stomach_pain,fatigue,anxiety
Dengue,breathlessness,acidity,continuous_sneezing,ulcers_on_tongue
Pneumonia,fatigue,chest_pain,anxiety,high_fever
Drug Reaction,restlessness,spotting_urination,burning_micturition,swelling_of_stomach
Hypothyroidism,neck_pain,weakness_of_one_body_side,yellowish_skin,cough
AIDS,stomach_pain,anxiety,itching,headache
Hepatitis C,bruising,weakness_of_one_body_side,lethargy,bloody_stool
Hepatitis C,loss_of_balance,mood_swings,dizziness,irritation_in_anus
Gastroenteritis,anxiety,cold_hands_and_feets,neck_pain,yellowing_of_eyes
Cervical spondylosis,high_fever,cold_hands_and_feets,vomiting,headache
Hepatitis B,weight_gain,distention_of_abdomen,yellowing_of_eyes,altered_sensorium
Hypothyroidism,back_pain,pain_in_anal_region,burning_micturition,cold_hands_and_feets
Alcoholic hepatitis,fatigue,irritation_in_anus,pain_in_anal_region,headache
Hepatitis E,watering_from_eyes,back_pain,yellowish_skin,weakness_in_limbs
Migraine,dark_urine,pain_during_bowel_movements,excessive_hunger,skin_rash
Heart attack,abdominal_pain,nausea,loss_of_balance,bloody_stool
Typhoid,bruising,yellowing_of_eyes,continuous_sneezing,irritation_in_anus
Common Cold,dark_urine,breathlessness,stomach_pain,altered_sensorium
Hepatitis A,burning_micturition,spotting_urination,joint_pain,acidity
Pneumonia,pain_in_anal_region,lethargy,continuous_sneezing,loss_of_balance
Varicose veins,weakness_in_limbs,headache,blurred_and_distorted_vision,family_history
Common Cold,blurred_and_distorted_vision,nodal_skin_eruptions,pain_in_anal_region,restlessness
Peptic ulcer disease,chills,pain_during_bowel_movements,burning_micturition,joint_pain
Hepatitis D,ulcers_on_tongue,sweating,weakness_of_one_body_side,nodal_skin_eruptions
Tuberculosis,constipation,mood_swings,pain_in_anal_region,dizziness
AIDS,itching,chills,spotting_urination,loss_of_appetite
Hyperthyroidism,distention_of_abdomen,indigestion,excessive_hunger,weakness_in_limbs
Jaundice,loss_of_balance,restlessness,headache,cough
Hyperthyroidism,acidity,weight_loss,skin_rash,high_fever
AIDS,weight_gain,chest_pain,shivering,watering_from_eyes
Bronchial Asthma,weight_loss,anxiety,mood_swings,cough
Paralysis (brain hemorrhage),indigestion,high_fever,weight_loss,chills
Dimorphic hemmorhoids(piles),swelling_of_stomach,yellowing_of_eyes,loss_of_balance,cold_hands_and_feets
Drug Reaction,anxiety,nodal_skin_eruptions,bloody_stool,abdominal_pain
Diabetes,skin_rash,obesity,mood_swings,sweating
AIDS,dark_urine,bloody_stool,ulcers_on_tongue,distention_of_abdomen
Malaria,indigestion,vomiting,excessive_hunger,ulcers_on_tongue
Hepatitis C,excessive_hunger,dizziness,cough,loss_of_appetite
Tuberculosis,altered_sensorium,vomiting,joint_pain,dizziness
Tuberculosis,skin_rash,distention_of_abdomen,weakness_of_one_body_side,yellowish_skin
Dimorphic hemmorhoids(piles),weakness_in_limbs,dizziness,lethargy,itching
Paralysis (brain hemorrhage),nausea,fatigue,constipation,abdominal_pain
Drug Reaction,back_pain,chills,bloody_stool,cramps
Migraine,restlessness,cold_hands_and_feets,yellowish_skin,cough
Diabetes,spotting_urination,joint_pain,cramps,breathlessness
Hypoglycemia,altered_sensorium,cold_hands_and_feets,neck_pain,lethargy
Tuberculosis,weakness_in_limbs,watering_from_eyes,weight_loss,obesity
Heart attack,weakness_of_one_body_side,vomiting,irritation_in_anus,dark_urine
Hepatitis A,weakness_of_one_body_side,weakness_in_limbs,shivering,dark_urine
Gastroenteritis,cold_hands_and_feets,watering_from_eyes,burning_micturition,anxiety
Diabetes,vomiting,restlessness,yellowing_of_eyes,acidity
Hyperthyroidism,lethargy,chest_pain,neck_pain,stomach_pain
Alcoholic hepatitis,dizziness,vomiting,breathlessness,altered_sensorium
Migraine,excessive_hunger,ulcers_on_tongue,breathlessness,weight_gain
Gastroenteritis,vomiting,cold_hands_and_feets,bruising,loss_of_balance
Chronic cholestasis,cramps,weight_loss,itching,breathlessness
Gastroenteritis,yellowish_skin,irritation_in_anus,lethargy,excessive_hunger
Hyperthyroidism,sweating,breathlessness,chest_pain,dark_urine
Hypothyroidism,chest_pain,abdominal_pain,bruising,loss_of_balance
Hypothyroidism,ulcers_on_tongue,shivering,back_pain,skin_rash
Jaundice,weight_gain,nodal_skin_eruptions,fatigue,loss_of_appetite
Typhoid,ulcers_on_tongue,pain_during_bowel_movements,cough,back_pain
Hypothyroidism,excessive_hunger,family_history,watering_from_eyes,back_pain
Diabetes,fatigue,pain_during_bowel_movements,blurred_and_distorted_vision,irritation_in_anus
Hepatitis E,blurred_and_distorted_vision,irritation_in_anus,constipation,nodal_skin_eruptions
Dimorphic hemmorhoids(piles),blurred_and_distorted_vision,nausea,dizziness,chills
Malaria,anxiety,cramps,nodal_skin_eruptions,loss_of_balance
Chicken pox,weight_loss,cramps,irritation_in_anus,shivering
Dimorphic hemmorhoids(piles),cramps,watering_from_eyes,pain_during_bowel_movements,bloody_stool
Malaria,nausea,bloody_stool,distention_of_abdomen,weakness_in_limbs
Hepatitis D,cramps,abdominal_pain,weakness_of_one_body_side,altered_sensorium
Pneumonia,ulcers_on_tongue,weakness_of_one_body_side,stomach_pain,pain_in_anal_region
Paralysis (brain hemorrhage),irritation_in_anus,nausea,bloody_stool,dischromic_patches
Hepatitis D,blurred_and_distorted_vision,fatigue,neck_pain,ulcers_on_tongue
Hepatitis B,abdominal_pain,weight_gain,back_pain,fatigue
Hyperthyroidism,dark_urine,irritation_in_anus,chills,stomach_pain
Common Cold,dischromic_patches,fatigue,cramps,sweating
Gastroenteritis,yellowing_of_eyes,cramps,stomach_pain,burning_micturition
Bronchial Asthma,abdominal_pain,cold_hands_and_feets,bruising,burning_micturition
Tuberculosis,breathlessness,acidity,back_pain,altered_sensorium
Dengue,altered_sensorium,chest_pain,lethargy,loss_of_balance
Drug Reaction,altered_sensorium,pain_in_anal_region,pain_during_bowel_movements,shivering
Tuberculosis,family_history,distention_of_abdomen,fatigue,yellowing_of_eyes
Hepatitis E,cough,breathlessness,cold_hands_and_feets,weakness_in_limbs
Fungal infection,cramps,pain_during_bowel_movements,obesity,swelling_of_stomach
Peptic ulcer disease,swelling_of_stomach,cough,altered_sensorium,joint_pain
Hepatitis D,obesity,continuous_sneezing,pain_in_anal_region,blurred_and_distorted_vision
Tuberculosis,nausea,dizziness,irritation_in_anus,breathlessness
Dengue,cold_hands_and_feets,bruising,weight_gain,mood_swings
Gastroenteritis,back_pain,obesity,breathlessness,pain_in_anal_region
Hepatitis C,dark_urine,constipation,dischromic_patches,nodal_skin_eruptions
AIDS,altered_sensorium,pain_in_anal_region,bruising,cough
Allergy,watering_from_eyes,obesity,ulcers_on_tongue,loss_of_balance
Heart attack,itching,dizziness,yellowish_skin,yellowing_of_eyes
Gastroenteritis,sweating,anxiety,ulcers_on_tongue,cramps
Dengue,shivering,sweating,restlessness,spotting_urination
Peptic ulcer disease,restlessness,joint_pain,sweating,ulcers_on_tongue
Chronic cholestasis,headache,altered_sensorium,anxiety,swelling_of_stomach
Jaundice,dizziness,sweating,shivering,abdominal_pain
AIDS,itching,nausea,high_fever,continuous_sneezing
Gastroenteritis,weakness_in_limbs,loss_of_appetite,indigestion,dark_urine
Dimorphic hemmorhoids(piles),itching,yellowing_of_eyes,mood_swings,irritation_in_anus
Diabetes,cramps,dizziness,yellowing_of_eyes,stomach_pain
Varicose veins,continuous_sneezing,loss_of_appetite,lethargy,shivering
AIDS,chills,cold_hands_and_feets,restlessness,anxiety
Gastroenteritis,lethargy,pain_during_bowel_movements,irritation_in_anus,constipation
Gastroenteritis,sweating,dark_urine,acidity,continuous_sneezing
Hypoglycemia,back_pain,itching,weakness_of_one_body_side,sweating
Hypertension,loss_of_balance,weight_loss,swelling_of_stomach,nausea
Bronchial Asthma,chest_pain,weakness_of_one_body_side,dark_urine,loss_of_balance
Paralysis (brain hemorrhage),shivering,chills,stomach_pain,constipation
Diabetes,weakness_in_limbs,swelling_of_stomach,lethargy,weight_loss
Pneumonia,cold_hands_and_feets,pain_in_anal_region,stomach_pain,burning_micturition
Dengue,sweating,shivering,burning_micturition,excessive_hunger
Typhoid,pain_during_bowel_movements,yellowing_of_eyes,skin_rash,obesity
Hepatitis A,nausea,indigestion,neck_pain,family_history
Cervical spondylosis,distention_of_abdomen,headache,weight_gain,sweating
Chronic cholestasis,pain_in_anal_region,burning_micturition,breathlessness,lethargy
Diabetes,burning_micturition,breathlessness,altered_sensorium,neck_pain
Drug Reaction,indigestion,itching,restlessness,cold_hands_and_feets
Gastroenteritis,lethargy,cramps,bruising,back_pain
Common Cold,restlessness,blurred_and_distorted_vision,dark_urine,vomiting
Varicose veins,pain_during_bowel_movements,continuous_sneezing,skin_rash,weakness_in_limbs
Drug Reaction,itching,spotting_urination,nausea,nodal_skin_eruptions
Chronic cholestasis,pain_in_anal_region,headache,family_history,weight_gain
Hyperthyroidism,pain_during_bowel_movements,chest_pain,dizziness,yellowing_of_eyes
Tuberculosis,shivering,altered_sensorium,blurred_and_distorted_vision,weakness_of_one_body_side
Bronchial Asthma,fatigue,shivering,anxiety,family_history
Paralysis (brain hemorrhage),bloody_stool,acidity,blurred_and_distorted_vision,cold_hands_and_feets
Tuberculosis,weakness_in_limbs,altered_sensorium,constipation,bruising
Drug Reaction,anxiety,yellowing_of_eyes,dizziness,swelling_of_stomach
Malaria,dischromic_patches,burning_micturition,shivering,dizziness
Diabetes,cough,weakness_of_one_body_side,neck_pain,dischromic_patches
Hepatitis A,joint_pain,distention_of_abdomen,vomiting,watering_from_eyes
Fungal infection,abdominal_pain,stomach_pain,yellowing_of_eyes,itching
Hypertension,breathlessness,weight_loss,indigestion,pain_in_anal_region
Chicken pox,ulcers_on_tongue,restlessness,stomach_pain,distention_of_abdomen
Dengue,swelling_of_stomach,watering_from_eyes,pain_during_bowel_movements,skin_rash
Hepatitis C,bloody_stool,dizziness,fatigue,indigestion
Drug Reaction,spotting_urination,abdominal_pain,back_pain,altered_sensorium
Drug Reaction,breathlessness,cough,family_history,restlessness
Chronic cholestasis,breathlessness,obesity,back_pain,ulcers_on_tongue
Hepatitis E,ulcers_on_tongue,spotting_urination,pain_during_bowel_movements,chills
Diabetes,loss_of_appetite,distention_of_abdomen,family_history,itching
GERD,obesity,cramps,itching,burning_micturition
GERD,high_fever,restlessness,lethargy,acidity
Migraine,obesity,nodal_skin_eruptions,excessive_hunger,bloody_stool
Common Cold,loss_of_appetite,cold_hands_and_feets,burning_micturition,chest_pain
Hepatitis B,fatigue,irritation_in_anus,continuous_sneezing,back_pain
Hepatitis E,watering_from_eyes,family_history,dark_urine,dischromic_patches
Migraine,loss_of_appetite,bloody_stool,indigestion,nodal_skin_eruptions
Tuberculosis,continuous_sneezing,cough,cramps,weight_gain
Hepatitis A,cold_hands_and_feets,shivering,excessive_hunger,cough
Fungal infection,restlessness,yellowish_skin,weight_gain,back_pain
Hepatitis A,distention_of_abdomen,weakness_of_one_body_side,burning_micturition,cough
Hepatitis E,weakness_in_limbs,breathlessness,pain_during_bowel_movements,yellowish_skin
Malaria,acidity,itching,chest_pain,skin_rash
Jaundice,blurred_and_distorted_vision,weight_loss,altered_sensorium,bruising
Fungal infection,mood_swings,itching,constipation,joint_pain
Alcoholic hepatitis,obesity,distention_of_abdomen,swelling_of_stomach,anxiety
AIDS,nausea,indigestion,burning_micturition,chest_pain
Hypothyroidism,dischromic_patches,acidity,abdominal_pain,fatigue
Peptic ulcer disease,nodal_skin_eruptions,loss_of_appetite,obesity,indigestion
Common Cold,yellowing_of_eyes,restlessness,cough,distention_of_abdomen
Peptic ulcer disease,weakness_in_limbs,chills,family_history,stomach_pain
Tuberculosis,continuous_sneezing,weakness_in_limbs,back_pain,dischromic_patches
Pneumonia,joint_pain,stomach_pain,burning_micturition,weight_gain
Chicken pox,obesity,cold_hands_and_feets,bloody_stool,headache
Hepatitis B,cold_hands_and_feets,loss_of_balance,fatigue,loss_of_appetite
Drug Reaction,yellowish_skin,stomach_pain,pain_during_bowel_movements,weakness_in_limbs
AIDS,acidity,chills,ulcers_on_tongue,loss_of_balance
Heart attack,cold_hands_and_feets,chest_pain,watering_from_eyes,blurred_and_distorted_vision
Hepatitis D,pain_during_bowel_movements,nausea,loss_of_balance,anxiety
Heart attack,spotting_urination,obesity,watering_from_eyes,shivering
Hypertension,bloody_stool,dark_urine,anxiety,irritation_in_anus
GERD,nausea,bruising,obesity,cold_hands_and_feets
Bronchial Asthma,shivering,abdominal_pain,burning_micturition,weight_loss
Tuberculosis,family_history,dischromic_patches,dark_urine,anxiety
Chicken pox,irritation_in_anus,vomiting,skin_rash,headache
Dimorphic hemmorhoids(piles),excessive_hunger,distention_of_abdomen,burning_micturition,chills
Heart attack,chills,bloody_stool,pain_in_anal_region,stomach_pain
Diabetes,itching,dischromic_patches,bruising,pain_during_bowel_movements
Jaundice,stomach_pain,yellowish_skin,irritation_in_anus,headache
Hepatitis E,dark_urine,altered_sensorium,sweating,shivering
Chicken pox,irritation_in_anus,continuous_sneezing,skin_rash,yellowish_skin
Dimorphic hemmorhoids(piles),bloody_stool,stomach_pain,shivering,obesity
Hepatitis C,watering_from_eyes,nodal_skin_eruptions,cough,dischromic_patches
Hypertension,back_pain,dizziness,irritation_in_anus,swelling_of_stomach
Tuberculosis,breathlessness,skin_rash,lethargy,dark_urine
Pneumonia,vomiting,weight_loss,nausea,fatigue
Dengue,loss_of_balance,acidity,nodal_skin_eruptions,weakness_of_one_body_side
Malaria,sweating,weight_gain,breathlessness,chest_pain
Varicose veins,dischromic_patches,shivering,fatigue,lethargy
Gastroenteritis,chest_pain,yellowish_skin,sweating,bloody_stool
Hypoglycemia,burning_micturition,altered_sensorium,bloody_stool,blurred_and_distorted_vision
Allergy,lethargy,pain_in_anal_region,abdominal_pain,weight_loss
Varicose veins,blurred_and_distorted_vision,pain_in_anal_region,breathlessness,weight_loss
Hyperthyroidism,cold_hands_and_feets,lethargy,fatigue,vomiting
Allergy,cold_hands_and_feets,neck_pain,loss_of_appetite,skin_rash
Dengue,dischromic_patches,bloody_stool,high_fever,indigestion
Hepatitis D,pain_during_bowel_movements,weakness_in_limbs,loss_of_appetite,ulcers_on_tongue
AIDS,burning_micturition,joint_pain,fatigue,blurred_and_distorted_vision
Chronic cholestasis,constipation,loss_of_appetite,back_pain,obesity
Alcoholic hepatitis,weight_loss,bruising,obesity,vomiting
Migraine,burning_micturition,weakness_in_limbs,cold_hands_and_feets,bloody_stool
Hepatitis D,weakness_in_limbs,skin_rash,abdominal_pain,yellowing_of_eyes
Hepatitis D,back_pain,acidity,yellowish_skin,bruising
Hypothyroidism,blurred_and_distorted_vision,anxiety,vomiting,breathlessness
GERD,shivering,dischromic_patches,loss_of_appetite,neck_pain
Jaundice,skin_rash,indigestion,high_fever,itching
Hepatitis C,weakness_of_one_body_side,yellowish_skin,bloody_stool,stomach_pain
Hepatitis C,abdominal_pain,vomiting,bloody_stool,obesity
Hepatitis B,dischromic_patches,skin_rash,acidity,weakness_in_limbs
Bronchial Asthma,pain_during_bowel_movements,watering_from_eyes,obesity,indigestion
Hepatitis E,continuous_sneezing,restlessness,abdominal_pain,joint_pain
Tuberculosis,weakness_in_limbs,chills,mood_swings,anxiety
Hepatitis B,stomach_pain,ulcers_on_tongue,swelling_of_stomach,dizziness
Hypothyroidism,sweating,cold_hands_and_feets,vomiting,abdominal_pain
Hepatitis D,loss_of_appetite,joint_pain,weakness_in_limbs,irritation_in_anus
Migraine,lethargy,anxiety,swelling_of_stomach,yellowing_of_eyes
Typhoid,stomach_pain,vomiting,swelling_of_stomach,itching
Tuberculosis,obesity,pain_during_bowel_movements,back_pain,nodal_skin_eruptions
Migraine,neck_pain,cold_hands_and_feets,bloody_stool,weakness_of_one_body_side
Jaundice,altered_sensorium,back_pain,chills,breathlessness
Bronchial Asthma,mood_swings,distention_of_abdomen,continuous_sneezing,burning_micturition
Hepatitis D,cold_hands_and_feets,ulcers_on_tongue,altered_sensorium,shivering
Hepatitis C,loss_of_balance,itching,spotting_urination,nausea
Malaria,yellowing_of_eyes,continuous_sneezing,weight_loss,spotting_urination
AIDS,swelling_of_stomach,itching,dischromic_patches,lethargy
Dimorphic hemmorhoids(piles),swelling_of_stomach,chest_pain,ulcers_on_tongue,breathlessness
Alcoholic hepatitis,weight_loss,blurred_and_distorted_vision,lethargy,chills
Varicose veins,pain_in_anal_region,cramps,back_pain,sweating
Jaundice,ulcers_on_tongue,loss_of_balance,continuous_sneezing,bloody_stool
GERD,weight_gain,skin_rash,cold_hands_and_feets,spotting_urination
AIDS,continuous_sneezing,mood_swings,ulcers_on_tongue,lethargy
Hypertension,swelling_of_stomach,continuous_sneezing,excessive_hunger,shivering
Hepatitis C,neck_pain,weakness_of_one_body_side,high_fever,abdominal_pain
Allergy,dizziness,sweating,ulcers_on_tongue,neck_pain
Pneumonia,ulcers_on_tongue,dischromic_patches,chills,mood_swings
Paralysis (brain hemorrhage),yellowish_skin,chest_pain,yellowing_of_eyes,excessive_hunger
Chicken pox,joint_pain,weight_gain,anxiety,burning_micturition
AIDS,dischromic_patches,headache,back_pain,excessive_hunger
Hypothyroidism,acidity,dischromic_patches,restlessness,itching
Pneumonia,shivering,weight_gain,irritation_in_anus,joint_pain
Varicose veins,yellowish_skin,chills,skin_rash,nausea
Hypertension,altered_sensorium,weight_gain,shivering,high_fever
Diabetes,anxiety,pain_in_anal_region,headache,high_fever
Hypothyroidism,joint_pain,spotting_urination,shivering,sweating
Alcoholic hepatitis,vomiting,restlessness,lethargy,loss_of_balance
GERD,spotting_urination,loss_of_balance,cough,loss_of_appetite
Dengue,back_pain,dischromic_patches,acidity,constipation
AIDS,shivering,joint_pain,weight_loss,bloody_stool
Common Cold,constipation,weakness_in_limbs,loss_of_appetite,excessive_hunger
Chronic cholestasis,bruising,lethargy,irritation_in_anus,indigestion
Common Cold,blurred_and_distorted_vision,dark_urine,cramps,high_fever
Malaria,high_fever,anxiety,shivering,headache
GERD,family_history,back_pain,indigestion,bloody_stool
Bronchial Asthma,watering_from_eyes,constipation,loss_of_balance,vomiting
Hypertension,nausea,bloody_stool,yellowish_skin,stomach_pain
GERD,dizziness,shivering,dark_urine,yellowish_skin
Bronchial Asthma,bruising,neck_pain,spotting_urination,cold_hands_and_feets
Drug Reaction,shivering,lethargy,excessive_hunger,headache
Hepatitis B,obesity,fatigue,indigestion,cough
Fungal infection,pain_in_anal_region,yellowing_of_eyes,weakness_of_one_body_side,weakness_in_limbs
Hypoglycemia,pain_in_anal_region,chest_pain,watering_from_eyes,acidity
Bronchial Asthma,back_pain,weakness_in_limbs,constipation,chills
AIDS,back_pain,pain_during_bowel_movements,chills,pain_in_anal_region
Typhoid,cramps,blurred_and_distorted_vision,weight_loss,chest_pain
Chicken pox,lethargy,sweating,breathlessness,back_pain
Varicose veins,nodal_skin_eruptions,vomiting,fatigue,headache
Bronchial Asthma,weakness_of_one_body_side,neck_pain,dark_urine,yellowing_of_eyes
Tuberculosis,nodal_skin_eruptions,headache,mood_swings,yellowing_of_eyes
Malaria,dischromic_patches,distention_of_abdomen,high_fever,fatigue
Hepatitis E,skin_rash,mood_swings,irritation_in_anus,pain_in_anal_region
Hepatitis A,anxiety,fatigue,bruising,breathlessness
AIDS,cramps,loss_of_appetite,stomach_pain,anxiety
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,irritation_in_anus,cold_hands_and_feets,fatigue
Common Cold,neck_pain,sweating,shivering,yellowish_skin
Dimorphic hemmorhoids(piles),nausea,irritation_in_anus,chest_pain,distention_of_abdomen
Hypothyroidism,constipation,indigestion,cramps,restlessness
Chronic cholestasis,family_history,pain_in_anal_region,ulcers_on_tongue,continuous_sneezing
Hepatitis A,abdominal_pain,family_history,headache,stomach_pain
Hypoglycemia,back_pain,skin_rash,vomiting,yellowish_skin
Cervical spondylosis,bruising,dischromic_patches,burning_micturition,nodal_skin_eruptions
Heart attack,dischromic_patches,restlessness,abdominal_pain,yellowish_skin
Dengue,restlessness,irritation_in_anus,cough,family_history
Tuberculosis,altered_sensorium,watering_from_eyes,dark_urine,skin_rash
Malaria,restlessness,breathlessness,neck_pain,loss_of_balance
Migraine,cramps,high_fever,weakness_in_limbs,excessive_hunger
Hepatitis D,weight_loss,ulcers_on_tongue,bruising,spotting_urination
Peptic ulcer disease,weight_gain,skin_rash,lethargy,dischromic_patches
Hypertension,obesity,back_pain,pain_during_bowel_movements,nausea
Jaundice,sweating,loss_of_appetite,dark_urine,nausea
Dengue,sweating,chest_pain,family_history,skin_rash
Fungal infection,high_fever,stomach_pain,sweating,vomiting
Fungal infection,loss_of_appetite,spotting_urination,neck_pain,bloody_stool
